sample-id,primer,Depth,env_broad_scale,env_local_scale,env_medium,geo_loc_name,Sample Name,ammonium,nitrate,diss_oxygen,ph,lake,info,depth,temp,conductivity,ChlA,turbidity,PAR,DRP,is_delta,latitude,longitude,BioProject,BioSample,BioSampleModel,Collection_Date,Experiment,geo_loc_name_country,geo_loc_name_country_continent,lat_lon,Library Name,Organism,SRA Study,elev,tot_org_carb,calcium,Chloride,magnesium,org_carb,sulfate,diss_org_carb,Salinity,potassium,sodium,TEMP,altitude
SRR17879727,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R6_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638971,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",26/08/2019,SRX14039131,Canada,North America,56.620233 N 76.382383 W,R6.RNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879728,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R6_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638970,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",26/08/2019,SRX14039130,Canada,North America,56.620233 N 76.382383 W,R6.RNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879729,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R6_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638969,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",26/08/2019,SRX14039129,Canada,North America,56.620233 N 76.382383 W,R6.DNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879755,E527F_E1009R,surface,Hudson_Bay,Bay,water,Canada,B_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25639007,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039103,Canada,North America,56.627417 N 76.580983 W,B.RNA.S.18S,marine metagenome,SRP358197,,,,,,,,,,,,,
SRR17879756,E527F_E1009R,surface,Hudson_Bay,Bay,water,Canada,B_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25639006,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039102,Canada,North America,56.627417 N 76.580983 W,B.RNA.L.18S,marine metagenome,SRP358197,,,,,,,,,,,,,
SRR17879757,E527F_E1009R,surface,Hudson_Bay,Bay,water,Canada,B_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25639005,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039101,Canada,North America,56.627417 N 76.580983 W,B.DNA.S.18S,marine metagenome,SRP358197,,,,,,,,,,,,,
SRR17879758,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R6_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638968,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",26/08/2019,SRX14039100,Canada,North America,56.620233 N 76.382383 W,R6.DNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879759,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R5_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638967,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039099,Canada,North America,56.615750 N 76.339800 W,R5.RNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879760,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R5_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638966,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039098,Canada,North America,56.615750 N 76.339800 W,R5.RNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879761,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R5_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638965,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039097,Canada,North America,56.615750 N 76.339800 W,R5.DNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879762,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R5_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638964,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039096,Canada,North America,56.615750 N 76.339800 W,R5.DNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879763,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R4_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638963,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039095,Canada,North America,56.629867 N 76.282017 W,R4.RNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879764,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R4_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638962,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039094,Canada,North America,56.629867 N 76.282017 W,R4.RNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879766,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R4_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638961,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039092,Canada,North America,56.629867 N 76.282017 W,R4.DNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879767,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R4_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638960,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039091,Canada,North America,56.629867 N 76.282017 W,R4.DNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879768,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R3_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638959,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",26/08/2019,SRX14039090,Canada,North America,56.625150 N 76.248483 W,R3.RNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879769,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R3_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638958,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",26/08/2019,SRX14039089,Canada,North America,56.625150 N 76.248483 W,R3.RNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879770,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R3_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638957,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",26/08/2019,SRX14039088,Canada,North America,56.625150 N 76.248483 W,R3.DNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879771,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R3_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638956,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",26/08/2019,SRX14039087,Canada,North America,56.625150 N 76.248483 W,R3.DNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879772,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R2_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638955,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",25/08/2019,SRX14039086,Canada,North America,56.620050 N 76.216433 W,R2.RNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879773,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R2_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638954,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",25/08/2019,SRX14039085,Canada,North America,56.620050 N 76.216433 W,R2.DNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879774,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R2_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638953,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",25/08/2019,SRX14039084,Canada,North America,56.620050 N 76.216433 W,R2.DNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879775,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R1_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638952,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",26/08/2019,SRX14039083,Canada,North America,56.614600 N 76.174683 W,R1.RNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879777,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R1_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638951,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",26/08/2019,SRX14039081,Canada,North America,56.614600 N 76.174683 W,R1.RNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879778,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R1_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638950,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",26/08/2019,SRX14039080,Canada,North America,56.614600 N 76.174683 W,R1.DNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879779,E527F_E1009R,surface,Sheldrake_River,River,water,Canada,R1_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638949,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",26/08/2019,SRX14039079,Canada,North America,56.614600 N 76.174683 W,R1.DNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879780,E527F_E1009R,surface,Sheldrake_Lake,Lake,water,Canada,L_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638948,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",25/08/2019,SRX14039078,Canada,North America,56.616133 N 76.084350 W,L.RNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879781,E527F_E1009R,surface,Sheldrake_Lake,Lake,water,Canada,L_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638947,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",25/08/2019,SRX14039077,Canada,North America,56.616133 N 76.084350 W,L.RNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879782,E527F_E1009R,surface,Sheldrake_Lake,Lake,water,Canada,L_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638946,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",25/08/2019,SRX14039076,Canada,North America,56.616133 N 76.084350 W,L.DNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879783,E527F_E1009R,surface,Sheldrake_Lake,Lake,water,Canada,L_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638945,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",25/08/2019,SRX14039075,Canada,North America,56.616133 N 76.084350 W,L.DNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879786,E527F_E1009R,surface,Hudson_Bay,Bay,water,Canada,B_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25639004,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039072,Canada,North America,56.627417 N 76.580983 W,B.DNA.L.18S,marine metagenome,SRP358197,,,,,,,,,,,,,
SRR17879787,E527F_E1009R,surface,Hudson_Bay_Estuary,Estuary,water,Canada,P3_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25639003,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039071,Canada,North America,56.634117 N 76.541389 W,P3.RNA.S.18S,estuary metagenome,SRP358197,,,,,,,,,,,,,
SRR17879788,E527F_E1009R,surface,Hudson_Bay_Estuary,Estuary,water,Canada,P3_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25639002,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039070,Canada,North America,56.634117 N 76.541389 W,P3.RNA.L.18S,estuary metagenome,SRP358197,,,,,,,,,,,,,
SRR17879790,E527F_E1009R,surface,Hudson_Bay_Estuary,Estuary,water,Canada,P3_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25639001,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039068,Canada,North America,56.634117 N 76.541389 W,P3.DNA.S.18S,estuary metagenome,SRP358197,,,,,,,,,,,,,
SRR17879791,E527F_E1009R,surface,Hudson_Bay_Estuary,Estuary,water,Canada,P3_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25639000,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039067,Canada,North America,56.634117 N 76.541389 W,P3.DNA.L.18S,estuary metagenome,SRP358197,,,,,,,,,,,,,
SRR17879792,E527F_E1009R,surface,Hudson_Bay_Estuary,Estuary,water,Canada,P2_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638999,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039066,Canada,North America,56.631750 N 76.538967 W,P2.RNA.S.18S,estuary metagenome,SRP358197,,,,,,,,,,,,,
SRR17879793,E527F_E1009R,surface,Hudson_Bay_Estuary,Estuary,water,Canada,P2_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638998,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039065,Canada,North America,56.631750 N 76.538967 W,P2.RNA.L.18S,estuary metagenome,SRP358197,,,,,,,,,,,,,
SRR17879794,E527F_E1009R,surface,Hudson_Bay_Estuary,Estuary,water,Canada,P2_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638997,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039064,Canada,North America,56.631750 N 76.538967 W,P2.DNA.S.18S,estuary metagenome,SRP358197,,,,,,,,,,,,,
SRR17879795,E527F_E1009R,surface,Hudson_Bay_Estuary,Estuary,water,Canada,P2_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638996,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039063,Canada,North America,56.631750 N 76.538967 W,P2.DNA.L.18S,estuary metagenome,SRP358197,,,,,,,,,,,,,
SRR17879796,E527F_E1009R,surface,Hudson_Bay_Estuary,Estuary,water,Canada,P1_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638995,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039062,Canada,North America,56.630383 N 76.535850 W,P1.RNA.S.18S,estuary metagenome,SRP358197,,,,,,,,,,,,,
SRR17879797,E527F_E1009R,surface,Hudson_Bay_Estuary,Estuary,water,Canada,P1_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638994,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039061,Canada,North America,56.630383 N 76.535850 W,P1.RNA.L.18S,estuary metagenome,SRP358197,,,,,,,,,,,,,
SRR17879798,E527F_E1009R,surface,Hudson_Bay_Estuary,Estuary,water,Canada,P1_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638993,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039060,Canada,North America,56.630383 N 76.535850 W,P1.DNA.S.18S,estuary metagenome,SRP358197,,,,,,,,,,,,,
SRR17879799,E527F_E1009R,surface,Hudson_Bay_Estuary,Estuary,water,Canada,P1_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638992,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23/08/2019,SRX14039059,Canada,North America,56.630383 N 76.535850 W,P1.DNA.L.18S,estuary metagenome,SRP358197,,,,,,,,,,,,,
SRR17879801,E527F_E1009R,surface,Sheldrake_River_Tributary,River,water,Canada,T2_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638991,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039057,Canada,North America,56.632667 N 76.315950 W,T2.RNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879802,E527F_E1009R,surface,Sheldrake_River_Tributary,River,water,Canada,T2_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638990,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039056,Canada,North America,56.632667 N 76.315950 W,T2.RNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879803,E527F_E1009R,surface,Sheldrake_River_Tributary,River,water,Canada,T2_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638989,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039055,Canada,North America,56.632667 N 76.315950 W,T2.DNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879804,E527F_E1009R,surface,Sheldrake_River_Tributary,River,water,Canada,T2_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638988,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039054,Canada,North America,56.632667 N 76.315950 W,T2.DNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879805,E527F_E1009R,surface,Sheldrake_River_Tributary,River,water,Canada,T1_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638987,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",25/08/2019,SRX14039053,Canada,North America,56.638217 N 76.340200 W,T1.RNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879806,E527F_E1009R,surface,Sheldrake_River_Tributary,River,water,Canada,T1_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638986,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",25/08/2019,SRX14039052,Canada,North America,56.638217 N 76.340200 W,T1.RNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879807,E527F_E1009R,surface,Sheldrake_River_Tributary,River,water,Canada,T1_DNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638985,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",25/08/2019,SRX14039051,Canada,North America,56.638217 N 76.340200 W,T1.DNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879808,E527F_E1009R,surface,Sheldrake_River_Tributary,River,water,Canada,T1_DNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638984,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",25/08/2019,SRX14039050,Canada,North America,56.638217 N 76.340200 W,T1.DNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879809,E527F_E1009R,surface,Sheldrake_River_Tributary,River,water,Canada,R9_RNA_small,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638983,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039049,Canada,North America,56.629550 N 76.529700 W,R9.RNA.S.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
SRR17879810,E527F_E1009R,surface,Sheldrake_River_Tributary,River,water,Canada,R9_RNA_large,,,,,,,,,,,,,,,,,PRJNA803180,SAMN25638982,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",27/08/2019,SRX14039048,Canada,North America,56.629550 N 76.529700 W,R9.RNA.L.18S,freshwater metagenome,SRP358197,,,,,,,,,,,,,
